household_head,children,married,hh_income
Male,0,Yes,32505.2
Male,1,Yes,37509.64
Male,0,Yes,49990.36
Female,2,Yes,127677.14
Female,0,No,158538.94
Male,3,Yes,16304.55
Male,0,Yes,14437.16
Female,2,Yes,51272.17
Male,2,Yes,47224.36
Female,0,Yes,40692.56
Female,1,Yes,60717.04
Male,1,Yes,40478.03
Female,0,Yes,112797.42
Male,0,Yes,162720.32
Female,2,Yes,35755.59
Male,3,Yes,122311.1
Female,0,No,144864.11
Female,0,No,158734.58
Male,2,Yes,85333.08
Female,2,Yes,268713.38
Male,1,Yes,53970.7
Female,1,Yes,67691.4
Male,0,Yes,29144.18
Female,1,Yes,80956.05
Male,0,Yes,11652.27
Male,0,Yes,24555.32
Male,1,Yes,11171.94
Male,3,Yes,47899.0
Male,1,Yes,2698.54
Male,2,Yes,16189.86
Female,2,Yes,36473.4
Female,1,Yes,17540.48
Male,1,Yes,57262.91
Male,2,Yes,5397.07
Male,2,Yes,65457.02
Female,2,Yes,89728.99
Male,0,No,56684.08
Female,2,Yes,40478.03
Male,2,Yes,106188.7
Female,2,Yes,152500.96
Male,1,Yes,5575.17
Male,2,Yes,58693.14
Female,2,Yes,99171.16
Male,0,Yes,67547.03
Female,0,Yes,108079.03
Male,2,Yes,19159.6
Female,1,Yes,66114.11
Male,1,Yes,45983.04
Male,2,Yes,67704.9
Male,2,Yes,2855.05
Female,3,Yes,106747.3
Male,3,Yes,73015.61
Male,0,Yes,64798.57
Female,2,Yes,157864.3
Male,2,Yes,228296.07
Male,0,No,204009.25
Male,2,Yes,54189.28
Female,2,Yes,175623.36
Male,0,Yes,97147.26
Female,0,Yes,221278.53
Male,0,Yes,156513.69
Female,1,Yes,85242.68
Male,1,Yes,60955.86
Female,0,No,113040.29
Female,1,Yes,97554.74
Male,0,No,40426.75
Female,1,No,16191.21
Female,1,Yes,46555.13
Female,0,Yes,122783.35
Male,0,Yes,113338.47
Male,1,Yes,67800.69
Male,0,Yes,13492.68
Male,2,Yes,60771.01
Male,2,Yes,67476.87
Male,1,Yes,8329.03
Male,0,Yes,54835.58
Female,0,Yes,6800.31
Male,2,Yes,2999.42
Male,0,Yes,72860.45
Female,1,Yes,404889.55
Male,1,Yes,58018.5
Male,0,Yes,12787.01
Female,1,Yes,34541.25
Female,2,Yes,74238.05
Male,1,Yes,78426.18
Female,1,Yes,162080.76
Male,0,Yes,121771.4
Female,2,Yes,53970.7
Male,2,Yes,52621.43
Male,0,No,221622.59
Female,0,No,13762.53
Male,2,Yes,20348.3
Female,1,No,24421.74
Male,2,Yes,1447.76
Female,2,No,8153.62
Male,0,Yes,90738.24
Female,0,Yes,129732.07
Female,0,Yes,134261.57
Male,0,Yes,63425.02
Female,1,No,2023.9
Male,0,No,37779.49
Male,2,Yes,1396.49
Male,0,Yes,22710.87
Male,0,Yes,141875.48
Male,2,Yes,167332.11
Female,2,Yes,221302.81
Male,0,Yes,27525.06
Male,1,No,12855.82
Male,3,Yes,36122.59
Male,0,Yes,60784.5
Female,0,Yes,77650.35
Male,0,Yes,8354.66
Female,0,Yes,86366.62
Male,0,Yes,120098.3
Female,1,Yes,79714.73
Male,1,Yes,124240.56
Male,2,Yes,202525.06
Female,2,Yes,135061.68
Male,2,Yes,2295.1
Male,0,Yes,142686.39
Female,1,Yes,148453.16
Male,1,Yes,148453.16
Male,4,Yes,1349.27
Female,0,Yes,74212.41
Female,1,Yes,99194.1
Male,1,Yes,92447.76
Male,0,No,105288.74
Female,0,Yes,79691.79
Male,0,Yes,32652.27
Male,1,Yes,2698.54
Male,1,Yes,3373.17
Male,2,Yes,56839.24
Female,2,Yes,95192.17
Male,4,Yes,96147.46
Male,0,No,195993.25
Male,2,Yes,148554.36
Female,2,Yes,132363.15
Male,0,Yes,65998.07
Male,1,Yes,27659.98
Female,1,Yes,283346.18
Male,0,No,284020.82
Female,1,Yes,239590.79
Male,1,Yes,91171.36
Male,0,No,259331.92
Male,4,Yes,4722.44
Male,0,No,161493.83
Female,3,Yes,66383.96
Female,0,Yes,22799.92
Male,0,Yes,5646.68
Male,2,Yes,94502.7
Female,2,Yes,303072.47
Female,2,Yes,152793.75
Male,2,Yes,71837.7
Male,3,Yes,157736.12
Female,3,Yes,152339.05
Male,0,Yes,85231.88
Male,1,Yes,86203.35
Female,1,Yes,173433.5
Female,0,No,210696.22
Female,0,Yes,87351.58
Male,0,Yes,54515.81
Female,0,Yes,54653.43
Male,0,Yes,52066.89
Female,0,Yes,76558.79
Male,1,Yes,79067.08
Male,3,Yes,87821.13
Female,0,Yes,69453.55
Male,0,Yes,42534.31
Male,0,Yes,16191.21
Female,1,Yes,68138.01
Male,1,Yes,124743.83
Male,1,Yes,27554.74
Female,1,Yes,340018.12
Female,1,No,47224.36
Male,0,No,190254.82
Male,2,Yes,20239.01
Female,2,Yes,5262.14
Male,0,Yes,59367.77
Female,0,Yes,93806.48
Female,2,Yes,134007.9
Male,2,Yes,65195.26
Male,2,Yes,114755.2
Female,2,Yes,108008.87
Female,1,Yes,101355.63
Female,0,No,105671.94
Male,0,Yes,14841.94
Male,2,Yes,47237.86
Female,2,Yes,72860.45
Female,0,No,213587.7
Male,2,Yes,29683.89
Female,0,Yes,148419.43
Male,0,Yes,49611.22
Female,0,Yes,60717.04
Female,0,No,78397.84
Male,0,No,67463.38
Male,0,Yes,19097.53
Female,0,Yes,1137.43
Female,0,No,51659.41
Female,2,Yes,17945.26
Female,0,Yes,21639.55
Male,2,Yes,1484.19
Male,3,Yes,87018.31
Female,3,Yes,124797.8
Male,3,Yes,32382.42
Female,1,Yes,63650.35
Male,1,Yes,76346.95
Male,0,Yes,51274.87
Female,0,Yes,48573.63
Female,0,Yes,105242.87
Male,0,Yes,105242.87
Female,0,Yes,82102.93
Male,0,Yes,98833.85
Female,1,Yes,53982.85
Male,1,Yes,36434.27
Female,3,Yes,178632.23
Male,3,Yes,15737.86
Male,0,Yes,72860.45
Female,0,Yes,151252.89
Female,0,Yes,228290.67
Male,2,Yes,103896.3
Female,2,Yes,72863.15
Female,2,Yes,353269.28
Male,2,Yes,83680.22
Female,0,Yes,134926.75
Male,0,Yes,57613.72
Male,2,Yes,66181.57
Female,2,Yes,61081.34
Male,3,Yes,65542.02
Female,3,Yes,103321.51
Male,4,Yes,21596.38
Female,0,Yes,85354.66
Male,0,Yes,155840.4
Female,0,Yes,196318.43
Female,0,Yes,64517.93
Female,1,Yes,87729.38
Male,1,Yes,121461.06
Female,0,Yes,108454.12
Male,0,Yes,65034.7
Female,2,Yes,149732.27
Male,2,Yes,142985.93
Male,3,Yes,15516.58
Female,3,Yes,72050.89
Male,0,Yes,37779.49
Female,0,Yes,55319.97
Male,0,Yes,27634.35
Female,0,Yes,121434.08
Male,0,Yes,9231.69
Male,2,No,12316.11
Female,2,Yes,132856.98
Male,2,Yes,33043.56
Male,2,Yes,87213.96
Female,2,Yes,251824.6
Male,2,Yes,64886.28
Female,2,Yes,50648.8
Female,0,No,26097.53
Female,2,Yes,128707.98
Male,2,Yes,33731.69
Female,2,Yes,40478.03
Female,0,Yes,36159.02
Female,0,Yes,26988.05
Male,2,Yes,74209.71
Female,3,No,2428.68
Male,0,Yes,74838.47
Female,0,Yes,59996.53
Female,3,No,30493.45
Male,0,No,81364.88
Female,0,No,21242.87
Male,0,Yes,16475.91
Male,0,No,17808.98
Male,1,Yes,9444.87
Male,0,No,9984.58
Female,0,Yes,21048.57
Male,0,No,106602.93
Male,0,No,112013.49
Female,2,Yes,64766.19
Male,2,Yes,103016.58
Male,0,No,167398.23
Female,2,Yes,51739.01
Male,0,Yes,53973.4
Female,1,Yes,80956.05
Male,0,Yes,22937.55
Female,0,Yes,19699.31
Male,0,Yes,45779.3
Female,0,Yes,48062.26
Female,1,Yes,87972.24
Male,1,Yes,72860.45
Male,3,Yes,62896.11
Female,3,Yes,62896.11
Male,2,Yes,51071.13
Female,2,Yes,31239.59
Female,0,Yes,24586.35
Male,0,Yes,40595.41
Male,2,Yes,9465.11
Female,2,Yes,121610.83
Male,2,Yes,75735.74
Male,0,Yes,124132.61
Female,0,Yes,64772.94
Male,0,Yes,19429.45
Female,0,Yes,101572.86
Male,0,Yes,48755.78
Male,1,Yes,95155.74
Female,1,Yes,69817.85
Male,0,Yes,40478.03
Female,0,Yes,117432.15
Male,0,No,121481.3
Female,3,Yes,6746.34
Male,0,No,47266.19
Female,0,Yes,51946.8
Female,2,Yes,182696.22
Male,2,Yes,77489.78
Female,0,Yes,168759.64
Male,0,Yes,183567.85
Female,0,Yes,31033.15
Male,0,Yes,54295.88
Male,0,Yes,138353.89
Female,0,Yes,340553.78
Male,0,Yes,25864.11
Male,0,Yes,238608.52
Female,0,Yes,429641.87
Male,3,Yes,33057.05
Male,0,No,240169.62
Male,1,Yes,20240.36
Male,2,Yes,48388.78
Male,0,No,120894.37
Female,0,Yes,59637.63
Female,0,Yes,71544.91
Male,0,Yes,74243.45
Female,0,Yes,121434.08
Male,0,Yes,13522.36
Male,1,Yes,14263.11
Female,1,Yes,142218.2
Male,0,Yes,14572.09
Female,1,No,26985.35
Male,0,No,51272.17
Male,0,No,45875.1
Male,2,Yes,2448.92
Male,2,Yes,12143.41
Female,1,No,31423.09
Female,0,Yes,69620.86
Female,0,Yes,94483.81
Male,0,Yes,40513.11
Male,0,Yes,52350.23
Male,0,No,142019.85
Male,0,No,129934.46
Male,0,Yes,32924.83
Female,0,Yes,87736.12
Male,0,Yes,106625.87
Female,1,Yes,22376.25
Female,0,Yes,67598.3
Male,0,Yes,40612.95
Male,2,Yes,94903.43
Female,2,Yes,108396.11
Female,2,Yes,76908.25
Male,4,Yes,4047.8
Female,1,No,22084.81
Male,0,No,67463.38
Male,2,Yes,22945.64
Male,0,No,73130.3
Female,2,Yes,148745.95
Male,2,Yes,82850.42
Male,0,Yes,47224.36
Female,0,Yes,53970.7
Female,2,Yes,84329.22
Female,2,Yes,217246.92
Female,0,No,248427.14
Male,0,Yes,24324.6
Female,1,No,51272.17
Female,0,No,17702.39
Male,1,No,117092.14
Male,0,No,152890.9
Female,1,Yes,15516.58
Male,1,Yes,33699.31
Male,0,No,88514.65
Male,2,Yes,41827.29
Female,2,Yes,93806.48
Female,1,Yes,81167.89
Male,1,Yes,71723.01
Male,3,Yes,36698.73
Female,3,Yes,67695.45
Male,3,Yes,81144.95
Female,0,No,82861.22
Male,0,No,109667.12
Male,2,Yes,2081.92
Female,0,Yes,1991.52
Female,0,Yes,40478.03
Female,0,Yes,31033.15
Male,0,Yes,63415.57
Male,2,Yes,2179.07
Male,0,Yes,162253.47
Female,0,Yes,337698.73
Female,1,No,28064.76
Female,0,No,3265.23
Male,0,No,22451.81
Male,0,No,22451.81
Female,0,Yes,13492.68
Female,0,No,90407.67
Female,0,No,52628.18
Female,0,Yes,250639.94
Male,0,Yes,203415.57
Male,0,Yes,94491.9
Female,0,Yes,539750.19
Male,0,No,32499.81
Male,3,Yes,71516.58
Female,3,Yes,147357.56
Female,2,Yes,87803.59
Male,2,Yes,94448.73
Female,1,Yes,134926.75
Male,1,Yes,107266.77
Male,2,Yes,13492.68
Female,0,Yes,40478.03
Male,0,Yes,53451.23
Female,2,No,49151.12
Male,0,No,39706.25
Female,1,Yes,29953.74
Male,0,Yes,75916.54
Female,0,Yes,60379.72
Male,2,Yes,148521.97
Female,2,Yes,148519.28
Female,0,No,135121.05
Male,0,No,216081.15
Female,2,Yes,5410.56
Male,1,Yes,159213.57
Female,1,Yes,90400.93
Male,0,No,155165.77
Female,2,Yes,53970.7
Male,2,Yes,79606.78
Female,0,Yes,87703.74
Male,0,Yes,55726.1
Female,0,Yes,32382.42
Male,0,No,126481.69
Female,2,Yes,152175.79
Male,0,No,196756.94
Male,3,Yes,188910.95
Female,3,Yes,94997.88
Female,1,Yes,44525.83
Male,1,Yes,103893.6
Male,2,Yes,26985.35
Male,2,Yes,2698.54
Male,2,Yes,211364.11
Female,0,No,286552.04
Male,1,Yes,76098.69
Female,1,Yes,119350.81
Male,0,No,192106.01
Male,3,Yes,67463.38
Female,0,No,148419.43
Male,4,Yes,53970.7
Female,1,Yes,53970.7
Male,1,Yes,53977.45
Female,2,Yes,101574.21
Female,0,No,13541.25
Female,2,Yes,40478.03
Male,2,Yes,58098.11
Female,0,No,230997.3
Female,1,Yes,147070.16
Male,1,Yes,33959.71
Male,0,Yes,68925.98
Female,0,Yes,222629.14
Female,0,No,87983.04
Male,1,Yes,43289.9
Female,1,Yes,435248.07
Female,0,No,358125.29
Female,1,Yes,124059.75
Female,3,Yes,101205.86
Male,3,Yes,72509.64
Female,3,Yes,14841.94
Male,3,Yes,176018.7
Male,2,Yes,73015.61
Female,2,Yes,135036.04
Female,0,No,51272.17
Male,3,Yes,161912.1
Female,3,Yes,161912.1
Male,0,No,245566.69
Female,0,No,199691.6
Male,2,Yes,97147.26
Female,2,Yes,195643.79
Male,0,Yes,51272.17
Female,0,Yes,70161.91
Male,3,Yes,106894.37
Female,3,Yes,293093.29
Female,1,Yes,16849.65
Female,2,Yes,169198.15
Male,2,Yes,95123.36
Female,1,Yes,29451.81
Male,0,No,126161.91
Female,0,No,155171.16
Male,0,No,57633.96
Male,0,Yes,48641.09
Female,2,No,6206.63
Male,1,Yes,85025.44
Female,1,Yes,101203.16
Male,1,Yes,90409.02
Male,0,No,110653.43
Male,0,Yes,67466.08
Female,0,Yes,140323.82
Male,0,No,136872.4
Female,1,No,12143.41
Male,1,Yes,189510.02
Female,1,Yes,287863.53
Female,0,Yes,269880.49
Male,0,Yes,134953.74
Female,0,Yes,65824.02
Male,3,Yes,53970.7
Female,3,Yes,54517.15
Female,2,Yes,108213.96
Male,2,Yes,116847.92
Female,0,Yes,49079.61
Female,1,No,27375.29
Female,1,Yes,86390.9
Male,1,Yes,56702.97
Male,0,Yes,29579.99
Female,0,Yes,40478.03
Male,0,No,26649.38
Male,2,Yes,8095.61
Male,0,Yes,31617.39
Male,0,No,96642.64
Female,1,No,1349.27
