year,wage,belavg,abavg,avg,exper,looks,union,goodhealth,black,female,marries,south,bigcity,smllcity,service,edu
1977,4.53,1,0,0,8,2,1,1,0,1,1,0,0,1,1,14
1977,9.1,1,0,0,18,2,0,1,0,1,0,1,1,0,1,17
1977,9.78,0,0,1,15,3,1,1,0,1,0,0,0,1,1,17
1977,3.63,0,1,0,11,4,0,1,0,1,1,0,1,0,1,13
1977,7.21,0,0,1,20,3,1,0,1,1,1,0,1,0,1,17
1977,10.62,0,0,1,18,3,1,1,0,1,1,0,0,1,1,17
1977,4.62,0,0,1,10,3,1,1,0,1,1,0,0,1,1,17
1977,6.54,0,0,1,26,3,1,1,0,1,0,1,0,0,1,14
1977,12.12,0,0,1,35,3,1,0,0,1,0,0,1,0,1,17
1977,7.21,0,1,0,30,4,1,1,0,1,1,0,0,1,1,16
1977,6.25,0,1,0,6,4,1,0,0,1,0,0,0,1,1,16
1977,3.85,0,0,1,13,3,1,1,0,1,1,0,0,1,1,17
1977,3.03,0,0,1,10,3,0,0,0,1,1,0,0,1,1,16
1977,2.01,0,0,1,16,3,0,1,0,1,1,0,1,0,1,16
1977,3.9,0,1,0,5,4,1,1,0,1,1,0,0,0,1,17
1977,6.35,0,0,1,11,3,1,1,0,1,0,0,1,0,1,17
1977,2,0,1,0,6,4,0,1,0,1,1,0,0,0,1,14
1977,7.69,0,0,1,22,3,1,1,0,0,1,1,0,1,1,17
1977,2.63,0,0,1,4,3,0,1,0,1,0,0,1,0,1,12
1977,5,0,1,0,15,4,1,1,0,1,1,1,1,0,1,17
1977,6.54,0,0,1,7,3,0,1,0,1,0,0,1,0,1,17
1977,5.19,0,0,1,10,3,0,1,0,1,1,0,0,1,1,16
1977,9.75,0,0,1,8,3,1,1,0,1,1,0,1,0,1,16
1977,2.81,0,0,1,14,3,0,1,1,1,1,0,1,0,0,13
1977,4.62,0,0,1,11,3,1,1,0,0,1,0,0,1,1,17
1977,7.33,0,0,1,34,3,1,1,0,0,1,0,0,1,1,17
1977,7.69,0,1,0,12,4,1,1,0,0,1,0,0,0,1,17
1977,3.26,0,0,1,10,3,1,1,0,0,1,0,0,0,1,17
1977,5.77,1,0,0,11,2,0,1,0,1,0,0,0,1,1,17
1977,5.59,0,1,0,8,4,1,1,0,0,0,0,0,1,1,17
1977,5.13,0,0,1,28,3,0,1,1,0,0,0,0,0,1,16
1977,14.74,1,0,0,24,2,1,1,0,0,1,0,1,0,1,17
1977,3.67,0,0,1,8,3,1,1,0,1,0,0,0,0,1,17
1977,9.73,0,1,0,13,4,0,1,0,0,1,0,0,0,1,17
1977,3.46,0,0,1,4,3,1,1,0,0,1,0,0,0,1,13
1977,6.37,0,1,0,43,4,1,1,0,0,1,0,0,1,1,17
1977,6.58,0,0,1,30,3,0,1,0,1,1,0,0,1,1,16
1977,10.15,0,0,1,16,3,1,1,1,0,0,0,1,0,1,16
1977,9.23,0,0,1,19,3,1,1,0,0,1,1,0,0,1,17
1977,6.75,0,0,1,21,3,0,0,0,0,1,1,0,1,1,17
1977,10.22,0,0,1,26,3,0,1,0,1,0,0,1,0,1,17
1977,4.76,0,0,1,8,3,1,1,0,0,1,0,0,1,1,16
1977,1.76,0,0,1,24,3,0,1,0,1,0,0,1,0,1,17
1977,12.73,0,1,0,15,4,1,1,0,0,1,0,0,1,1,17
1977,5.85,0,0,1,26,3,1,1,0,0,1,0,0,0,0,12
1977,3.17,0,0,1,6,3,0,0,0,0,1,0,0,0,0,16
1977,5.99,1,0,0,19,2,0,1,0,0,1,0,0,1,0,12
1977,4.62,0,0,1,4,3,0,1,0,0,1,0,1,0,0,12
1977,1.8,0,1,0,23,4,0,1,0,0,1,1,0,0,1,13
1977,5.95,0,1,0,25,4,0,1,0,0,1,0,0,1,1,13
1977,7.46,0,0,1,18,3,0,1,0,0,1,0,1,0,0,12
1977,8.7,1,0,0,27,2,0,1,0,0,1,0,0,1,0,13
1977,3.75,0,0,1,16,3,0,1,0,0,1,0,0,0,0,10
1977,7.69,0,0,1,20,3,0,1,0,0,1,0,0,1,1,12
1977,5.24,0,0,1,12,3,0,0,0,0,1,0,0,0,0,14
1977,10.1,0,1,0,35,4,0,1,0,0,1,0,1,0,0,12
1977,3.75,1,0,0,36,1,0,1,0,0,0,0,0,1,0,12
1977,5.79,0,0,1,35,3,0,1,0,0,1,0,0,1,0,13
1977,5.06,0,0,1,5,3,0,1,0,0,1,0,0,1,1,17
1977,7.96,0,1,0,15,4,1,1,0,0,1,0,0,1,0,13
1977,12.82,0,0,1,44,3,1,1,0,0,1,0,1,0,0,12
1977,8.46,0,0,1,28,3,0,1,0,0,1,1,0,1,0,13
1977,3.76,0,1,0,2,4,1,1,0,1,0,1,1,0,1,13
1977,2.86,0,0,1,43,3,0,1,0,0,1,0,0,1,1,12
1977,11.81,0,0,1,30,3,1,1,0,0,1,0,1,0,0,10
1977,7.69,0,0,1,26,3,0,1,0,0,1,0,0,1,0,12
1977,7.21,0,0,1,40,3,1,0,0,0,1,0,1,0,0,12
1977,2.88,0,1,0,7,4,0,1,1,1,0,0,0,1,1,13
1977,5.73,0,0,1,10,3,1,1,0,1,0,1,0,1,0,12
1977,4.49,1,0,0,37,2,0,1,0,0,1,0,0,0,1,12
1977,9.57,0,1,0,27,4,1,1,0,0,1,0,0,1,1,17
1977,3.61,0,0,1,5,3,0,1,0,0,1,0,1,0,1,17
1977,7.77,1,0,0,14,2,0,1,0,0,1,0,0,0,0,13
1977,9.23,1,0,0,16,2,0,1,0,0,0,0,1,0,0,16
1977,5.58,0,0,1,4,3,0,1,0,0,1,0,0,1,0,17
1977,5.34,0,0,1,39,3,0,1,0,0,1,0,1,0,1,16
1977,5.17,0,0,1,32,3,1,1,0,0,1,1,0,1,1,12
1977,6.41,0,1,0,16,4,0,1,0,0,1,1,0,0,1,17
1977,7.4,0,1,0,10,4,0,1,0,1,0,0,0,1,1,17
1977,6.75,0,1,0,15,4,0,1,0,0,1,0,0,1,0,17
1977,8.46,0,1,0,10,4,0,1,0,0,1,1,0,1,1,17
1977,4.61,0,0,1,10,3,0,1,0,1,0,0,0,0,0,13
1977,8.61,0,0,1,12,3,0,0,0,1,1,1,0,1,0,12
1977,5.24,0,1,0,4,4,0,1,0,0,0,0,0,0,0,16
1977,15.38,0,0,1,12,3,0,1,0,0,0,1,1,0,0,17
1977,2.37,0,1,0,15,4,0,1,0,1,1,0,0,1,0,12
1977,6.72,0,1,0,37,4,0,1,0,1,0,1,1,0,0,12
1977,9.4,0,1,0,23,4,0,1,0,0,1,0,0,1,0,14
1977,7.84,0,0,1,15,3,0,1,0,0,1,0,0,1,0,16
1977,15,0,1,0,10,4,0,1,0,0,0,0,1,0,0,17
1977,4.7,0,1,0,14,4,0,1,0,1,1,0,0,1,0,12
1977,11.28,0,0,1,17,3,0,1,0,0,0,1,1,0,0,13
1977,11.97,0,0,1,24,3,0,1,0,0,1,0,0,1,0,16
1977,13.99,0,1,0,13,4,0,1,0,0,1,1,0,0,0,17
1977,3,0,0,1,5,3,0,1,0,1,1,1,0,1,0,13
1977,3.41,0,0,1,20,3,0,1,0,1,1,0,0,1,0,12
1977,9.62,0,1,0,29,4,0,1,0,0,1,0,0,1,0,14
1977,6.73,0,1,0,10,4,0,1,0,0,0,0,1,0,0,16
1977,9.62,0,0,1,36,3,0,1,0,0,1,1,1,0,1,13
1977,5.19,0,0,1,15,3,0,1,0,1,1,0,0,0,1,13
1977,4.62,0,0,1,26,3,0,1,0,1,1,0,0,0,1,12
1977,5.03,0,1,0,13,4,0,1,0,1,1,0,0,0,1,14
1977,9.84,0,0,1,26,3,0,1,0,0,1,0,0,1,0,14
1977,5.29,0,0,1,9,3,1,1,0,0,1,0,0,1,0,12
1977,10.99,1,0,0,40,1,0,1,0,0,1,0,0,1,0,12
1977,7.08,0,0,1,28,3,1,0,0,0,1,0,1,0,0,16
1977,8.17,1,0,0,12,2,0,1,0,0,0,0,1,0,0,16
1977,5.88,0,1,0,25,4,0,1,0,1,1,0,0,0,1,13
1977,7.92,0,1,0,18,4,0,1,0,1,1,0,0,1,0,13
1977,4.44,0,0,1,9,3,0,1,0,0,0,0,0,1,0,17
1977,6.64,0,0,1,9,3,1,1,0,0,1,0,0,0,0,13
1977,15.8,0,1,0,30,4,0,0,0,0,1,0,0,1,0,17
1977,9.23,0,0,1,40,3,0,1,0,1,0,0,1,0,0,14
1977,12.82,0,0,1,36,3,0,1,0,0,1,0,1,0,0,17
1977,14.18,0,1,0,30,4,0,1,0,0,1,0,0,1,0,16
1977,11.54,0,0,1,27,3,1,1,0,0,1,0,1,0,1,12
1977,9.4,0,0,1,22,3,1,1,0,0,1,0,0,1,1,12
1977,10.39,0,0,1,40,3,1,1,0,0,1,1,0,1,0,13
1977,5.54,0,0,1,40,3,0,1,1,0,1,0,1,0,1,12
1977,7.86,0,0,1,21,3,0,1,0,0,1,0,1,0,0,14
1977,8.17,0,0,1,36,3,1,0,0,0,1,1,0,0,0,13
1977,4.05,0,1,0,16,4,0,1,0,1,1,0,0,1,1,12
1977,7.81,0,0,1,36,3,1,0,0,0,1,0,1,0,0,10
1977,2.56,0,0,1,18,3,0,1,0,0,1,0,0,0,0,13
1977,12.98,0,1,0,11,4,0,1,0,0,0,1,0,0,0,16
1977,41.67,0,1,0,16,4,0,0,0,0,1,0,0,1,0,13
1977,4.81,0,1,0,12,4,0,1,0,1,1,0,0,0,0,13
1977,1.32,0,0,1,2,3,1,1,0,0,1,0,0,1,0,10
1977,3.71,0,0,1,4,3,0,1,0,0,0,0,1,0,0,16
1977,4.81,0,0,1,21,3,1,1,0,0,1,0,1,0,1,16
1977,4.68,0,0,1,4,3,0,1,0,0,0,0,1,0,0,12
1977,8.21,1,0,0,32,2,1,1,0,1,0,1,0,0,1,17
1977,4.03,0,0,1,7,3,0,1,0,1,0,0,1,0,0,16
1977,4.81,0,0,1,5,3,0,0,0,0,0,0,1,0,0,13
1977,15.63,0,0,1,23,3,0,1,0,0,1,1,1,0,0,16
1977,7.69,0,0,1,23,3,1,1,0,0,1,0,1,0,0,5
1977,7.17,0,0,1,14,3,0,1,0,0,1,0,0,1,0,13
1977,8.08,0,1,0,13,4,0,1,0,0,1,0,0,1,0,16
1977,9.03,0,0,1,28,3,0,1,0,0,1,0,0,1,0,13
1977,6.75,0,1,0,35,4,0,1,0,0,1,0,1,0,0,14
1977,8.44,0,1,0,16,4,0,1,0,0,1,0,0,0,0,13
1977,6,0,1,0,12,4,0,1,0,0,1,0,0,0,1,17
1977,6.15,0,0,1,7,3,0,1,0,0,1,1,0,0,1,17
1977,4.1,0,0,1,25,3,0,1,0,0,1,0,0,1,1,12
1977,14.17,0,0,1,22,3,1,1,0,0,1,1,0,1,0,13
1977,6.41,0,0,1,22,3,0,1,0,0,1,0,0,1,1,17
1977,31.09,0,0,1,32,3,0,0,0,0,1,0,0,1,0,13
1977,10.29,0,1,0,35,4,0,1,0,0,1,1,0,1,1,13
1977,5.06,0,0,1,28,3,0,1,0,0,1,0,1,0,0,12
1977,6.37,0,0,1,18,3,0,1,0,0,1,1,0,1,0,13
1977,2.98,0,0,1,11,3,0,1,0,1,0,0,0,1,0,17
1977,13.28,0,0,1,40,3,0,1,0,0,1,0,1,0,0,13
1977,4.2,1,0,0,10,2,0,1,0,0,1,1,0,0,0,13
1977,8.92,0,0,1,40,3,0,1,0,0,1,1,0,1,1,12
1977,2.63,0,0,1,7,3,0,1,0,1,1,0,0,0,0,16
1977,26.24,0,0,1,24,3,0,1,0,0,1,0,1,0,0,12
1977,7.54,0,1,0,36,4,0,1,0,0,0,0,0,0,0,12
1977,8.65,0,0,1,34,3,0,1,0,0,1,0,0,1,1,13
1977,20.99,0,0,1,44,3,0,1,0,0,1,1,1,0,0,16
1977,10.26,0,0,1,44,3,0,1,0,0,1,0,0,1,1,13
1977,8.55,0,0,1,30,3,0,1,0,0,1,0,1,0,0,16
1977,2.08,0,1,0,23,4,0,1,0,0,1,0,1,0,0,12
1977,3,0,0,1,5,3,0,0,0,0,0,1,0,0,0,13
1977,6.01,0,1,0,25,4,0,1,0,0,1,1,0,1,1,16
1977,10.05,0,1,0,14,4,0,1,0,0,0,1,0,1,0,13
1977,5.73,0,0,1,5,3,0,1,0,0,1,0,0,1,0,12
1977,5.93,0,0,1,20,3,0,1,0,0,1,0,0,0,0,12
1977,4.49,1,0,0,1,2,0,1,0,0,0,0,0,1,0,10
1977,5.66,0,1,0,13,4,0,1,0,0,0,0,1,0,0,16
1977,10.19,0,1,0,15,4,0,1,0,0,1,1,0,0,0,12
1977,20.99,0,0,1,35,3,0,1,0,0,1,0,0,0,0,12
1977,9.05,0,1,0,20,4,0,1,0,0,1,0,0,1,0,12
1977,3.92,0,1,0,12,5,0,1,0,0,1,0,0,1,1,12
1977,4.28,0,1,0,7,4,0,1,0,1,0,0,0,0,1,16
1977,2.75,0,0,1,7,3,0,1,0,1,0,0,0,1,0,16
1977,2.88,0,1,0,32,4,0,1,0,0,1,0,1,0,0,12
1977,6.41,0,0,1,13,3,0,1,0,0,1,1,0,1,0,13
1977,7.69,0,0,1,15,3,0,1,0,0,1,0,0,1,1,13
1977,3.75,0,0,1,33,3,0,0,0,1,0,0,0,0,1,10
1977,6.41,0,0,1,48,3,0,1,0,0,1,0,0,1,0,8
1977,11.54,0,1,0,38,4,0,1,0,0,1,0,0,1,0,16
1977,11.4,0,0,1,28,3,0,1,0,0,1,0,1,0,1,16
1977,2.2,0,1,0,18,4,0,1,0,1,1,1,0,0,0,13
1977,1.65,1,0,0,24,1,0,1,0,1,0,0,0,1,1,13
1977,6.59,0,0,1,27,3,0,1,0,0,0,0,0,1,1,12
1977,11.06,0,0,1,24,3,0,1,0,0,1,0,0,0,0,5
1977,1.63,0,0,1,16,3,0,1,0,0,1,1,0,1,1,10
1977,3.58,0,0,1,44,3,0,1,0,1,1,0,0,0,0,12
1977,12.31,0,1,0,14,4,0,1,0,0,1,0,0,1,0,16
1977,6.66,0,0,1,16,3,0,1,0,0,1,0,1,0,0,12
1977,10.53,0,0,1,18,3,0,1,0,1,1,0,0,0,1,16
1977,1.92,1,0,0,18,2,0,1,0,1,1,0,0,0,1,13
1977,19.23,0,1,0,15,4,0,1,0,0,1,0,1,0,0,13
1977,7.21,0,1,0,41,4,0,1,0,0,1,0,1,0,0,12
1977,25.64,0,0,1,28,3,0,1,0,0,1,0,1,0,0,16
1977,3.85,0,0,1,24,3,0,1,0,0,1,0,0,1,0,12
1977,10.99,0,0,1,13,3,0,1,0,0,1,0,0,1,0,12
1977,10.02,0,0,1,22,3,0,1,0,0,1,0,1,0,0,13
1977,5.31,0,1,0,18,4,0,1,0,0,1,0,0,1,0,13
1977,7.19,0,0,1,40,3,0,1,0,0,1,1,0,1,0,13
1977,3.82,0,1,0,17,4,0,1,0,0,1,0,0,0,0,13
1977,9.62,0,0,1,17,3,0,1,0,0,1,0,0,1,0,12
1977,9.62,0,1,0,20,4,0,1,0,0,1,0,0,0,0,16
1977,3.85,0,1,0,30,4,0,1,0,0,1,0,0,0,1,12
1977,7.5,0,0,1,30,3,0,1,0,0,1,0,0,1,0,12
1977,6.92,0,1,0,22,4,0,1,0,0,1,0,0,1,1,12
1977,7.69,0,1,0,7,4,0,1,0,0,1,0,0,1,0,12
1977,9.23,0,0,1,23,3,0,1,0,0,0,1,0,1,0,14
1977,1.27,0,0,1,8,3,0,1,0,1,1,0,0,1,0,13
1977,4.82,0,1,0,31,4,0,1,0,0,1,0,0,0,0,10
1977,6.75,0,0,1,30,3,0,1,0,0,1,0,0,1,0,12
1977,8.55,1,0,0,26,2,0,1,0,0,0,1,0,0,0,13
1977,6.41,0,1,0,24,4,1,1,0,0,1,0,1,0,0,12
1977,7.44,0,0,1,12,3,1,1,0,0,1,0,0,1,0,13
1977,1.32,0,0,1,37,3,0,1,0,1,1,0,0,1,0,12
1977,4.81,0,1,0,16,4,0,1,0,1,0,0,0,0,0,14
1977,14.35,0,0,1,23,3,0,1,0,0,1,0,0,1,1,16
1977,2.4,1,0,0,9,2,0,1,0,0,1,0,0,0,0,10
1977,3.08,1,0,0,14,2,0,1,0,0,1,0,0,1,1,14
1977,10.66,0,1,0,8,5,0,1,0,0,0,0,0,0,0,13
1977,7.69,1,0,0,41,2,0,1,0,0,1,0,0,1,0,16
1977,2.54,0,1,0,5,4,0,1,0,0,0,0,0,1,0,13
1977,6.38,0,0,1,30,3,0,1,0,0,1,0,0,0,0,12
1977,4.81,0,1,0,12,4,0,1,0,0,1,0,1,0,1,17
1977,3.82,0,0,1,24,3,0,1,0,1,0,0,0,1,0,12
1977,7.4,0,0,1,19,3,0,1,0,0,1,0,1,0,0,13
1977,7.69,0,1,0,20,4,0,1,0,0,1,0,0,0,0,12
1977,8.24,1,0,0,23,2,0,1,0,1,1,1,1,0,1,14
1977,2.63,0,0,1,3,3,0,1,0,0,0,0,0,1,0,8
1977,5.31,0,1,0,20,4,0,1,0,0,1,0,0,0,0,13
1977,3,1,0,0,45,2,0,1,0,0,1,0,0,0,0,5
1977,5.7,0,0,1,31,3,0,1,0,0,1,0,0,1,0,12
