household_head,children,married,hh_income
Female,2,Yes,99171.16422513493
Male,0,Yes,67547.03161141094
Female,0,Yes,108079.02852737084
Male,2,Yes,19159.59907478797
Female,1,Yes,66114.10948342328
Male,1,Yes,45983.03777949113
Male,2,Yes,67704.89591364688
Male,2,Yes,2855.0501156515033
Female,3,Yes,106747.30146491903
Male,3,Yes,73015.61295296838
Male,0,Yes,64798.573631457206
Female,2,Yes,157864.30223592906
Male,2,Yes,228296.06784888203
Male,0,No,204009.25212027755
Male,2,Yes,54189.28296067849
Female,2,Yes,175623.36160370085
Male,0,Yes,97147.26291441788
Female,0,Yes,221278.5273708558
Male,0,Yes,156513.68542791056
Female,1,Yes,85242.67540478025
Male,1,Yes,60955.85967617579
Female,0,No,113040.28527370855
Female,1,Yes,97554.74171164224
Male,0,No,40426.75404780262
Female,1,No,16191.210485736314
Female,1,Yes,46555.12721665381
Female,0,Yes,122783.34618350037
Male,0,Yes,113338.4734001542
Male,1,Yes,67800.69390902082
Male,0,Yes,13492.67540478026
Male,2,Yes,60771.01002313029
Male,2,Yes,67476.86969930609
Male,1,Yes,8329.028527370856
Male,0,Yes,54835.582112567456
Female,0,Yes,6800.308404009252
Male,2,Yes,2999.421742482652
Male,0,Yes,72860.4471858134
Female,1,Yes,404889.55281418655
Male,1,Yes,58018.50424055512
Male,0,Yes,12787.008481110253
Female,1,Yes,34541.24903623747
Female,2,Yes,74238.04934464148
Male,1,Yes,78426.17579028527
Female,1,Yes,162080.7632999229
Male,0,Yes,121771.39552814186
Female,2,Yes,53970.70161912104
Male,2,Yes,52621.43407864302
Male,0,No,221622.5905936777
Female,0,No,13762.528912875867
Male,2,Yes,20348.303777949113
Female,1,No,24421.742482652273
Male,2,Yes,1447.764070932922
Female,2,No,8153.6237471087115
Male,0,Yes,90738.24209714726
Female,0,Yes,129732.07401696221
Female,0,Yes,134261.56515034696
Male,0,Yes,63425.019275250575
Female,1,No,2023.9013107170392
Male,0,No,37779.491133384734
Male,2,Yes,1396.491904394757
Male,0,Yes,22710.871241326135
Male,0,Yes,141875.48188126445
Male,2,Yes,167332.11256746337
Female,2,Yes,221302.8141865844
Male,0,Yes,27525.057825751734
Male,1,No,12855.821125674633
Male,3,Yes,36122.59059367771
Male,0,Yes,60784.50269853508
Female,0,Yes,77650.3469545104
Male,0,Yes,8354.664610639938
Female,0,Yes,86366.61526599845
Male,0,Yes,120098.3037779491
Female,1,Yes,79714.72629144178
Male,1,Yes,124240.55512721665
Male,2,Yes,202525.05782575172
Female,2,Yes,135061.68080185042
Male,2,Yes,2295.1040863531225
Male,0,Yes,142686.39167309174
Female,1,Yes,148453.1611410948
Male,1,Yes,148453.1611410948
Male,4,Yes,1349.2675404780261
Female,0,Yes,74212.41326137239
Female,1,Yes,99194.10177332304
Male,1,Yes,92447.76407093291
Male,0,No,105288.7432536623
Female,0,Yes,79691.78874325365
Male,0,Yes,32652.27447956823
Male,1,Yes,2698.5350809560523
Male,1,Yes,3373.168851195065
Male,2,Yes,56839.24441017733
Female,2,Yes,95192.17424826522
Male,4,Yes,96147.45566692366
Male,0,No,195993.2536622976
Male,2,Yes,148554.35620663068
Female,2,Yes,132363.14572089436
Male,0,Yes,65998.07247494216
Male,1,Yes,27659.984579799537
Female,1,Yes,283346.1835003855
Male,0,No,284020.8172706245
Female,1,Yes,239590.78643022358
Male,1,Yes,91171.3569776407
Male,0,No,259331.91981495757
Male,4,Yes,4722.436391673092
Male,0,No,161493.83191981495
Female,3,Yes,66383.96299151889
Female,0,Yes,22799.922898997684
Male,0,Yes,5646.684656900539
Male,2,Yes,94502.69853508096
Female,2,Yes,303072.4749421742
Female,2,Yes,152793.75481881262
Male,2,Yes,71837.70239013106
Male,3,Yes,157736.12181958364
Female,3,Yes,152339.05165767155
Male,0,Yes,85231.88126445643
Male,1,Yes,86203.35389360061
Female,1,Yes,173433.500385505
Female,0,No,210696.22205088663
Female,0,Yes,87351.5805705474
Male,0,Yes,54515.805705474166
Female,0,Yes,54653.430994602924
Male,0,Yes,52066.88511950655
Female,0,Yes,76558.78951426368
Male,1,Yes,79067.07787201233
Male,3,Yes,87821.12567463376
Female,0,Yes,69453.54664610639
Male,0,Yes,42534.309946029294
Male,0,Yes,16191.210485736314
Female,1,Yes,68138.01079414031
Male,1,Yes,124743.83191981495
Male,1,Yes,27554.741711642248
Female,1,Yes,340018.1187355435
Female,1,No,47224.363916730916
Male,0,No,190254.81881264455
Male,2,Yes,20239.01310717039
Female,2,Yes,5262.1434078643015
Male,0,Yes,59367.771781033145
Female,0,Yes,93806.47648419428
Female,2,Yes,134007.90285273708
Male,2,Yes,65195.25828835774
Male,2,Yes,114755.20431765613
Female,2,Yes,108008.86661526599
Female,1,Yes,101355.62837316885
Female,0,No,105671.93523515805
Male,0,Yes,14841.942945258286
Male,2,Yes,47237.85659213569
Female,2,Yes,72860.4471858134
Female,0,No,213587.70239013105
Male,2,Yes,29683.885890516573
Female,0,Yes,148419.42945258287
Male,0,Yes,49611.21819583654
Female,0,Yes,60717.039321511176
Female,0,No,78397.84117193523
Male,0,No,67463.37702390131
Male,0,Yes,19097.532767925983
Female,0,Yes,1137.432536622976
Female,0,No,51659.406322282186
Female,2,Yes,17945.25828835775
Female,0,Yes,21639.552814186583
Male,2,Yes,1484.1942945258288
Male,3,Yes,87018.31148804934
Female,3,Yes,124797.80262143406
Male,3,Yes,32382.420971472628
Female,1,Yes,63650.3469545104
Male,1,Yes,76346.95451040863
Male,0,Yes,51274.86507324595
Female,0,Yes,48573.63145720894
Female,0,Yes,105242.86815728604
Male,0,Yes,105242.86815728604
Female,0,Yes,82102.92983808789
Male,0,Yes,98833.84734001542
Female,1,Yes,53982.84502698535
Male,1,Yes,36434.271395528136
Female,3,Yes,178632.22821896683
Male,3,Yes,15737.856592135697
Male,0,Yes,72860.4471858134
Female,0,Yes,151252.89128758674
Female,0,Yes,228290.67077872012
Male,2,Yes,103896.29915188896
Female,2,Yes,72863.14572089436
Female,2,Yes,353269.27525057824
Male,2,Yes,83680.2235929067
Female,0,Yes,134926.75404780262
Male,0,Yes,57613.72397841171
Male,2,Yes,66181.57286044718
Female,2,Yes,61081.34155744024
Male,3,Yes,65542.0200462606
Female,3,Yes,103321.51117964533
Male,4,Yes,21596.376252891285
Female,0,Yes,85354.66461063993
Male,0,Yes,155840.40092521202
Female,0,Yes,196318.4271395528
Female,0,Yes,64517.92598303778
Female,1,Yes,87729.37548188126
Male,1,Yes,121461.06399383191
Female,0,Yes,108454.12490362374
Male,0,Yes,65034.69545104086
Female,2,Yes,149732.266769468
Male,2,Yes,142985.92906707787
Male,3,Yes,15516.5767154973
Female,3,Yes,72050.88666152659
Male,0,Yes,37779.491133384734
Female,0,Yes,55319.96915959907
Male,0,Yes,27634.348496530452
Female,0,Yes,121434.07864302235
Male,0,Yes,9231.688511950655
Male,2,No,12316.114109483422
Female,2,Yes,132856.97764070932
Male,2,Yes,33043.56206630686
Male,2,Yes,87213.95528141865
Female,2,Yes,251824.59521973785
Male,2,Yes,64886.27602158827
Female,2,Yes,50648.80493446414
Female,0,No,26097.532767925983
Female,2,Yes,128707.97995373938
Male,2,Yes,33731.688511950655
Female,2,Yes,40478.02621434078
Female,0,Yes,36159.02081727062
Female,0,Yes,26988.049344641477
Male,2,Yes,74209.71472629144
Female,3,No,2428.681572860447
Male,0,Yes,74838.4734001542
Female,0,Yes,59996.53045489591
Female,3,No,30493.44641480339
Male,0,No,81364.88049344641
Female,0,No,21242.868157286044
Male,0,Yes,16475.905936777177
Male,0,No,17808.982266769468
Male,1,Yes,9444.872783346183
Male,0,No,9984.579799537392
Female,0,Yes,21048.573631457206
Male,0,No,106602.92983808789
Male,0,No,112013.49267540478
Female,2,Yes,64766.19121048573
Male,2,Yes,103016.5767154973
Male,0,No,167398.2266769468
Female,2,Yes,51739.01310717039
Male,0,Yes,53973.400154202
Female,1,Yes,80956.05242868156
Male,0,Yes,22937.548188126442
Female,0,Yes,19699.306090979182
Male,0,Yes,45779.29838087895
Female,0,Yes,48062.25905936777
Female,1,Yes,87972.2436391673
Male,1,Yes,72860.4471858134
Male,3,Yes,62896.106399383185
Female,3,Yes,62896.106399383185
Male,2,Yes,51071.12567463377
Female,2,Yes,31239.591364687738
Female,0,Yes,24586.35312259059
Male,0,Yes,40595.412490362374
Male,2,Yes,9465.111796453353
Female,2,Yes,121610.83269082497
Male,2,Yes,75735.73631457209
Male,0,Yes,124132.6137239784
Female,0,Yes,64772.93754818812
Male,0,Yes,19429.452582883576
Female,0,Yes,101572.86044718581
Male,0,Yes,48755.78257517347
Male,1,Yes,95155.74402467231
Female,1,Yes,69817.84888203545
Male,0,Yes,40478.02621434078
Female,0,Yes,117432.15111796453
Male,0,No,121481.30300693908
Female,3,Yes,6746.33770239013
Male,0,No,47266.19121048573
Female,0,Yes,51946.800308404
Female,2,Yes,182696.22205088666
Male,2,Yes,77489.78411719351
Female,0,Yes,168759.63762528912
Male,0,Yes,183567.84888203544
Female,0,Yes,31033.1534309946
Male,0,Yes,54295.87509637625
Male,0,Yes,138353.8936006168
Female,0,Yes,340553.7779491133
Male,0,Yes,25864.109483423283
Male,0,Yes,238608.51966075558
Female,0,Yes,429641.86584425595
Male,3,Yes,33057.05474171164
Male,0,No,240169.62220508864
Male,1,Yes,20240.36237471087
Male,2,Yes,48388.78180416345
Male,0,No,120894.37162683114
Female,0,Yes,59637.62528912875
Female,0,Yes,71544.91133384734
Male,0,Yes,74243.44641480339
Female,0,Yes,121434.07864302235
Male,0,Yes,13522.359290670778
